Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,390,54,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,389,45,T:System.Windows.Forms.TextBox,,,,,projectNameTextBox
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,388,43,T:System.Windows.Forms.Label,,,,,label7
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,387,43,T:System.Windows.Forms.Label,,,,,label6
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,386,43,T:System.Windows.Forms.Label,,,,,label5
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,385,43,T:System.Windows.Forms.Label,,,,,label4
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,384,43,T:System.Windows.Forms.Label,,,,,label3
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,383,43,T:System.Windows.Forms.Label,,,,,label2
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,382,43,T:System.Windows.Forms.Label,,,,,label1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,381,44,T:System.Windows.Forms.Button,,,,,okButtom
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,380,44,T:System.Windows.Forms.Button,,,,,cancelButton
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,379,53,T:System.Windows.Forms.FlowLayoutPanel,,,,,flowLayoutPanel1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,378,54,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,372,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,371,12,T:System.Windows.Forms.TableLayoutPanel,,,,,this.tableLayoutPanel2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,371,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.tableLayoutPanel2.PerformLayout();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,370,12,T:System.Windows.Forms.TableLayoutPanel,,,,,this.tableLayoutPanel2.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,cc65WinForms\cc65WinForms.csproj,File,cc65WinForms\Forms\ProjectSettings.Designer.cs,370,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tableLayoutPanel2.ResumeLayout(false);
